codigo_escola;ano;trat_internet_alunos;trat_lab_info;trat_dispositivo_aluno;trat_informatizacao_basica;trat_informatizacao_pedagogica;trat_informatizacao_completa;ano_primeiro_trat_real;g_info;ever_treated_info;post_info;tempo_relativo_info;reverte_tratamento_info;always_treated_info;left_censored_info;grupo_informatizacao
35000012;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000012;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000012;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000012;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000012;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000012;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000012;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000012;2022;1;1;1;1;1;1;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000012;2023;1;1;1;1;1;1;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000012;2024;1;1;1;1;1;1;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000024;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000024;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000024;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000024;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000024;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000024;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000024;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000024;2022;1;1;1;1;1;1;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000024;2023;1;1;1;1;1;1;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000024;2024;1;1;1;1;1;1;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000036;2015;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2016;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2017;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2018;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2019;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2020;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2021;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2022;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2023;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000036;2024;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000048;2015;0;1;1;1;0;0;2019;2019;1;0;-4;0;0;0;se_tornou_informatizada
35000048;2016;0;1;1;1;0;0;2019;2019;1;0;-3;0;0;0;se_tornou_informatizada
35000048;2017;0;1;1;1;0;0;2019;2019;1;0;-2;0;0;0;se_tornou_informatizada
35000048;2018;0;1;1;1;0;0;2019;2019;1;0;-1;0;0;0;se_tornou_informatizada
35000048;2019;1;1;1;1;1;1;2019;2019;1;1;0;0;0;0;se_tornou_informatizada
35000048;2020;1;1;1;1;1;1;2019;2019;1;1;1;0;0;0;se_tornou_informatizada
35000048;2021;1;1;1;1;1;1;2019;2019;1;1;2;0;0;0;se_tornou_informatizada
35000048;2022;1;1;1;1;1;1;2019;2019;1;1;3;0;0;0;se_tornou_informatizada
35000048;2023;1;1;1;1;1;1;2019;2019;1;1;4;0;0;0;se_tornou_informatizada
35000048;2024;1;1;1;1;1;1;2019;2019;1;1;5;0;0;0;se_tornou_informatizada
35000059;2015;0;1;1;1;0;0;2022;2023;1;0;-8;0;0;0;se_tornou_informatizada
35000059;2016;0;1;;1;0;0;2022;2023;1;0;-7;0;0;0;se_tornou_informatizada
35000059;2017;0;1;1;1;0;0;2022;2023;1;0;-6;0;0;0;se_tornou_informatizada
35000059;2018;0;1;1;1;0;0;2022;2023;1;0;-5;0;0;0;se_tornou_informatizada
35000059;2019;0;1;1;1;0;0;2022;2023;1;0;-4;0;0;0;se_tornou_informatizada
35000059;2020;0;1;1;1;0;0;2022;2023;1;0;-3;0;0;0;se_tornou_informatizada
35000059;2021;0;1;1;1;0;0;2022;2023;1;0;-2;0;0;0;se_tornou_informatizada
35000059;2022;1;1;1;1;1;1;2022;2023;1;0;-1;0;0;0;se_tornou_informatizada
35000059;2023;1;1;1;1;1;1;2022;2023;1;1;0;0;0;0;se_tornou_informatizada
35000059;2024;1;1;1;1;1;1;2022;2023;1;1;1;0;0;0;se_tornou_informatizada
35000061;2015;0;1;1;1;0;0;2019;2019;1;0;-4;0;0;0;se_tornou_informatizada
35000061;2016;0;1;1;1;0;0;2019;2019;1;0;-3;0;0;0;se_tornou_informatizada
35000061;2017;0;1;1;1;0;0;2019;2019;1;0;-2;0;0;0;se_tornou_informatizada
35000061;2018;0;1;1;1;0;0;2019;2019;1;0;-1;0;0;0;se_tornou_informatizada
35000061;2019;1;1;1;1;1;1;2019;2019;1;1;0;0;0;0;se_tornou_informatizada
35000061;2020;1;1;1;1;1;1;2019;2019;1;1;1;0;0;0;se_tornou_informatizada
35000061;2021;1;1;1;1;1;1;2019;2019;1;1;2;0;0;0;se_tornou_informatizada
35000061;2022;1;1;1;1;1;1;2019;2019;1;1;3;0;0;0;se_tornou_informatizada
35000061;2023;1;1;1;1;1;1;2019;2019;1;1;4;0;0;0;se_tornou_informatizada
35000061;2024;1;1;1;1;1;1;2019;2019;1;1;5;0;0;0;se_tornou_informatizada
35000073;2015;0;0;1;0;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2016;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2017;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2018;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2019;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2020;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2021;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2022;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2023;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000073;2024;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000085;2015;0;0;1;0;0;0;2019;2019;1;0;-4;0;0;0;se_tornou_informatizada
35000085;2016;0;0;1;0;0;0;2019;2019;1;0;-3;0;0;0;se_tornou_informatizada
35000085;2017;0;0;1;0;0;0;2019;2019;1;0;-2;0;0;0;se_tornou_informatizada
35000085;2018;0;0;1;0;0;0;2019;2019;1;0;-1;0;0;0;se_tornou_informatizada
35000085;2019;1;0;1;1;1;0;2019;2019;1;1;0;0;0;0;se_tornou_informatizada
35000085;2020;1;0;1;1;1;0;2019;2019;1;1;1;0;0;0;se_tornou_informatizada
35000085;2021;1;0;1;1;1;0;2019;2019;1;1;2;0;0;0;se_tornou_informatizada
35000085;2022;1;0;1;1;1;0;2019;2019;1;1;3;0;0;0;se_tornou_informatizada
35000085;2023;1;0;1;1;1;0;2019;2019;1;1;4;0;0;0;se_tornou_informatizada
35000085;2024;1;0;1;1;1;0;2019;2019;1;1;5;0;0;0;se_tornou_informatizada
35000097;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000097;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000097;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000097;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000097;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000097;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000097;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000097;2022;1;1;1;1;1;1;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000097;2023;1;1;1;1;1;1;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000097;2024;1;1;1;1;1;1;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000103;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000103;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000103;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000103;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000103;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000103;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000103;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000103;2022;1;0;1;1;1;0;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000103;2023;1;0;1;1;1;0;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000103;2024;1;0;1;1;1;0;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000115;2015;0;1;1;1;0;0;2021;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000115;2016;0;1;1;1;0;0;2021;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000115;2017;0;0;;0;0;0;2021;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000115;2018;0;1;1;1;0;0;2021;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000115;2019;0;1;1;1;0;0;2021;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000115;2020;0;1;1;1;0;0;2021;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000115;2021;1;1;1;1;1;1;2021;2021;1;1;0;0;0;0;se_tornou_informatizada
35000115;2022;1;0;1;1;1;0;2021;2021;1;1;1;0;0;0;se_tornou_informatizada
35000115;2023;1;0;1;1;1;0;2021;2021;1;1;2;0;0;0;se_tornou_informatizada
35000115;2024;1;0;1;1;1;0;2021;2021;1;1;3;0;0;0;se_tornou_informatizada
35000127;2015;0;1;1;1;0;0;2019;2019;1;0;-4;1;0;0;se_tornou_informatizada_com_reversao
35000127;2016;0;1;1;1;0;0;2019;2019;1;0;-3;1;0;0;se_tornou_informatizada_com_reversao
35000127;2017;0;1;1;1;0;0;2019;2019;1;0;-2;1;0;0;se_tornou_informatizada_com_reversao
35000127;2018;0;1;1;1;0;0;2019;2019;1;0;-1;1;0;0;se_tornou_informatizada_com_reversao
35000127;2019;1;1;1;1;1;1;2019;2019;1;1;0;1;0;0;se_tornou_informatizada_com_reversao
35000127;2020;1;1;1;1;1;1;2019;2019;1;1;1;1;0;0;se_tornou_informatizada_com_reversao
35000127;2021;1;1;1;1;1;1;2019;2019;1;1;2;1;0;0;se_tornou_informatizada_com_reversao
35000127;2022;0;1;1;1;0;0;2019;2019;1;1;3;1;0;0;se_tornou_informatizada_com_reversao
35000127;2023;0;1;1;1;0;0;2019;2019;1;1;4;1;0;0;se_tornou_informatizada_com_reversao
35000127;2024;0;1;1;1;0;0;2019;2019;1;1;5;1;0;0;se_tornou_informatizada_com_reversao
35000139;2015;0;1;1;1;0;0;2024;2025;1;0;-10;0;0;0;se_tornou_informatizada
35000139;2016;0;1;1;1;0;0;2024;2025;1;0;-9;0;0;0;se_tornou_informatizada
35000139;2017;0;1;1;1;0;0;2024;2025;1;0;-8;0;0;0;se_tornou_informatizada
35000139;2018;0;1;1;1;0;0;2024;2025;1;0;-7;0;0;0;se_tornou_informatizada
35000139;2019;0;1;1;1;0;0;2024;2025;1;0;-6;0;0;0;se_tornou_informatizada
35000139;2020;0;1;1;1;0;0;2024;2025;1;0;-5;0;0;0;se_tornou_informatizada
35000139;2021;0;1;1;1;0;0;2024;2025;1;0;-4;0;0;0;se_tornou_informatizada
35000139;2022;0;1;1;1;0;0;2024;2025;1;0;-3;0;0;0;se_tornou_informatizada
35000139;2023;0;1;1;1;0;0;2024;2025;1;0;-2;0;0;0;se_tornou_informatizada
35000139;2024;1;1;1;1;1;1;2024;2025;1;0;-1;0;0;0;se_tornou_informatizada
35000140;2015;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2016;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2017;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2018;0;1;;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2019;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2020;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2021;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2022;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2023;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000140;2024;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000152;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000152;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000152;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000152;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000152;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000152;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000152;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000152;2022;1;1;1;1;1;1;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000152;2023;1;1;1;1;1;1;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000152;2024;1;1;1;1;1;1;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000164;2015;0;1;1;1;0;0;2021;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000164;2016;0;1;1;1;0;0;2021;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000164;2017;0;1;1;1;0;0;2021;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000164;2018;0;1;1;1;0;0;2021;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000164;2019;0;1;1;1;0;0;2021;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000164;2020;0;1;1;1;0;0;2021;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000164;2021;1;1;1;1;1;1;2021;2021;1;1;0;0;0;0;se_tornou_informatizada
35000164;2022;1;1;1;1;1;1;2021;2021;1;1;1;0;0;0;se_tornou_informatizada
35000164;2023;1;1;1;1;1;1;2021;2021;1;1;2;0;0;0;se_tornou_informatizada
35000164;2024;1;1;1;1;1;1;2021;2021;1;1;3;0;0;0;se_tornou_informatizada
35000176;2015;0;1;1;1;0;0;2019;2019;1;0;-4;1;0;0;se_tornou_informatizada_com_reversao
35000176;2016;0;1;1;1;0;0;2019;2019;1;0;-3;1;0;0;se_tornou_informatizada_com_reversao
35000176;2017;0;1;1;1;0;0;2019;2019;1;0;-2;1;0;0;se_tornou_informatizada_com_reversao
35000176;2018;0;1;1;1;0;0;2019;2019;1;0;-1;1;0;0;se_tornou_informatizada_com_reversao
35000176;2019;1;1;1;1;1;1;2019;2019;1;1;0;1;0;0;se_tornou_informatizada_com_reversao
35000176;2020;1;1;1;1;1;1;2019;2019;1;1;1;1;0;0;se_tornou_informatizada_com_reversao
35000176;2021;1;1;1;1;1;1;2019;2019;1;1;2;1;0;0;se_tornou_informatizada_com_reversao
35000176;2022;0;1;1;1;0;0;2019;2019;1;1;3;1;0;0;se_tornou_informatizada_com_reversao
35000176;2023;0;1;1;1;0;0;2019;2019;1;1;4;1;0;0;se_tornou_informatizada_com_reversao
35000176;2024;1;1;1;1;1;1;2019;2019;1;1;5;1;0;0;se_tornou_informatizada_com_reversao
35000188;2015;0;1;1;1;0;0;2019;2019;1;0;-4;0;0;0;se_tornou_informatizada
35000188;2016;0;1;1;1;0;0;2019;2019;1;0;-3;0;0;0;se_tornou_informatizada
35000188;2017;0;1;1;1;0;0;2019;2019;1;0;-2;0;0;0;se_tornou_informatizada
35000188;2018;0;1;1;1;0;0;2019;2019;1;0;-1;0;0;0;se_tornou_informatizada
35000188;2019;1;1;1;1;1;1;2019;2019;1;1;0;0;0;0;se_tornou_informatizada
35000188;2020;1;1;1;1;1;1;2019;2019;1;1;1;0;0;0;se_tornou_informatizada
35000188;2021;1;1;1;1;1;1;2019;2019;1;1;2;0;0;0;se_tornou_informatizada
35000188;2022;1;1;1;1;1;1;2019;2019;1;1;3;0;0;0;se_tornou_informatizada
35000188;2023;1;1;1;1;1;1;2019;2019;1;1;4;0;0;0;se_tornou_informatizada
35000188;2024;1;1;1;1;1;1;2019;2019;1;1;5;0;0;0;se_tornou_informatizada
35000197;2015;0;1;1;1;0;0;2020;2021;1;0;-6;1;0;0;se_tornou_informatizada_com_reversao
35000197;2016;0;1;1;1;0;0;2020;2021;1;0;-5;1;0;0;se_tornou_informatizada_com_reversao
35000197;2017;0;1;1;1;0;0;2020;2021;1;0;-4;1;0;0;se_tornou_informatizada_com_reversao
35000197;2018;0;1;1;1;0;0;2020;2021;1;0;-3;1;0;0;se_tornou_informatizada_com_reversao
35000197;2019;0;1;1;1;0;0;2020;2021;1;0;-2;1;0;0;se_tornou_informatizada_com_reversao
35000197;2020;1;1;1;1;1;1;2020;2021;1;0;-1;1;0;0;se_tornou_informatizada_com_reversao
35000197;2021;0;1;1;1;0;0;2020;2021;1;1;0;1;0;0;se_tornou_informatizada_com_reversao
35000197;2022;0;1;1;1;0;0;2020;2021;1;1;1;1;0;0;se_tornou_informatizada_com_reversao
35000197;2023;0;1;1;1;0;0;2020;2021;1;1;2;1;0;0;se_tornou_informatizada_com_reversao
35000197;2024;1;1;1;1;1;1;2020;2021;1;1;3;1;0;0;se_tornou_informatizada_com_reversao
35000206;2015;0;1;1;1;0;0;2021;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000206;2016;0;1;1;1;0;0;2021;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000206;2017;0;1;1;1;0;0;2021;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000206;2018;0;1;1;1;0;0;2021;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000206;2019;0;1;1;1;0;0;2021;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000206;2020;0;1;1;1;0;0;2021;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000206;2021;1;1;1;1;1;1;2021;2021;1;1;0;0;0;0;se_tornou_informatizada
35000206;2022;1;1;1;1;1;1;2021;2021;1;1;1;0;0;0;se_tornou_informatizada
35000206;2023;1;1;1;1;1;1;2021;2021;1;1;2;0;0;0;se_tornou_informatizada
35000206;2024;1;1;1;1;1;1;2021;2021;1;1;3;0;0;0;se_tornou_informatizada
35000218;2015;0;1;1;1;0;0;2021;2021;1;0;-6;1;0;0;se_tornou_informatizada_com_reversao
35000218;2016;0;1;1;1;0;0;2021;2021;1;0;-5;1;0;0;se_tornou_informatizada_com_reversao
35000218;2017;0;1;1;1;0;0;2021;2021;1;0;-4;1;0;0;se_tornou_informatizada_com_reversao
35000218;2018;0;1;1;1;0;0;2021;2021;1;0;-3;1;0;0;se_tornou_informatizada_com_reversao
35000218;2019;0;1;1;1;0;0;2021;2021;1;0;-2;1;0;0;se_tornou_informatizada_com_reversao
35000218;2020;0;1;1;1;0;0;2021;2021;1;0;-1;1;0;0;se_tornou_informatizada_com_reversao
35000218;2021;1;1;1;1;1;1;2021;2021;1;1;0;1;0;0;se_tornou_informatizada_com_reversao
35000218;2022;0;1;1;1;0;0;2021;2021;1;1;1;1;0;0;se_tornou_informatizada_com_reversao
35000218;2023;0;1;1;1;0;0;2021;2021;1;1;2;1;0;0;se_tornou_informatizada_com_reversao
35000218;2024;1;1;1;1;1;1;2021;2021;1;1;3;1;0;0;se_tornou_informatizada_com_reversao
35000224;2015;0;1;1;1;0;0;2019;2019;1;0;-4;0;0;0;se_tornou_informatizada
35000224;2016;0;1;1;1;0;0;2019;2019;1;0;-3;0;0;0;se_tornou_informatizada
35000224;2017;0;1;1;1;0;0;2019;2019;1;0;-2;0;0;0;se_tornou_informatizada
35000224;2018;0;1;1;1;0;0;2019;2019;1;0;-1;0;0;0;se_tornou_informatizada
35000224;2019;1;1;1;1;1;1;2019;2019;1;1;0;0;0;0;se_tornou_informatizada
35000224;2020;1;1;1;1;1;1;2019;2019;1;1;1;0;0;0;se_tornou_informatizada
35000224;2021;1;1;1;1;1;1;2019;2019;1;1;2;0;0;0;se_tornou_informatizada
35000224;2022;1;1;1;1;1;1;2019;2019;1;1;3;0;0;0;se_tornou_informatizada
35000224;2023;1;1;1;1;1;1;2019;2019;1;1;4;0;0;0;se_tornou_informatizada
35000224;2024;1;1;1;1;1;1;2019;2019;1;1;5;0;0;0;se_tornou_informatizada
35000231;2015;0;1;1;1;0;0;2024;2025;1;0;-10;0;0;0;se_tornou_informatizada
35000231;2016;0;1;1;1;0;0;2024;2025;1;0;-9;0;0;0;se_tornou_informatizada
35000231;2017;0;1;1;1;0;0;2024;2025;1;0;-8;0;0;0;se_tornou_informatizada
35000231;2018;0;1;1;1;0;0;2024;2025;1;0;-7;0;0;0;se_tornou_informatizada
35000231;2019;0;1;1;1;0;0;2024;2025;1;0;-6;0;0;0;se_tornou_informatizada
35000231;2020;0;1;1;1;0;0;2024;2025;1;0;-5;0;0;0;se_tornou_informatizada
35000231;2021;0;1;1;1;0;0;2024;2025;1;0;-4;0;0;0;se_tornou_informatizada
35000231;2022;0;1;1;1;0;0;2024;2025;1;0;-3;0;0;0;se_tornou_informatizada
35000231;2023;0;1;1;1;0;0;2024;2025;1;0;-2;0;0;0;se_tornou_informatizada
35000231;2024;1;1;1;1;1;1;2024;2025;1;0;-1;0;0;0;se_tornou_informatizada
35000243;2015;0;1;1;1;0;0;2019;2019;1;0;-4;0;0;0;se_tornou_informatizada
35000243;2016;0;1;;1;0;0;2019;2019;1;0;-3;0;0;0;se_tornou_informatizada
35000243;2017;0;0;;0;0;0;2019;2019;1;0;-2;0;0;0;se_tornou_informatizada
35000243;2018;0;0;1;0;0;0;2019;2019;1;0;-1;0;0;0;se_tornou_informatizada
35000243;2019;1;1;1;1;1;1;2019;2019;1;1;0;0;0;0;se_tornou_informatizada
35000243;2020;1;1;1;1;1;1;2019;2019;1;1;1;0;0;0;se_tornou_informatizada
35000243;2021;1;1;1;1;1;1;2019;2019;1;1;2;0;0;0;se_tornou_informatizada
35000243;2022;1;0;1;1;1;0;2019;2019;1;1;3;0;0;0;se_tornou_informatizada
35000243;2023;1;0;1;1;1;0;2019;2019;1;1;4;0;0;0;se_tornou_informatizada
35000243;2024;1;0;1;1;1;0;2019;2019;1;1;5;0;0;0;se_tornou_informatizada
35000255;2015;0;1;1;1;0;0;2023;2023;1;0;-8;1;0;0;se_tornou_informatizada_com_reversao
35000255;2016;0;1;1;1;0;0;2023;2023;1;0;-7;1;0;0;se_tornou_informatizada_com_reversao
35000255;2017;0;1;1;1;0;0;2023;2023;1;0;-6;1;0;0;se_tornou_informatizada_com_reversao
35000255;2018;0;1;1;1;0;0;2023;2023;1;0;-5;1;0;0;se_tornou_informatizada_com_reversao
35000255;2019;0;1;1;1;0;0;2023;2023;1;0;-4;1;0;0;se_tornou_informatizada_com_reversao
35000255;2020;0;1;;1;0;0;2023;2023;1;0;-3;1;0;0;se_tornou_informatizada_com_reversao
35000255;2021;0;1;;1;0;0;2023;2023;1;0;-2;1;0;0;se_tornou_informatizada_com_reversao
35000255;2022;0;1;1;1;0;0;2023;2023;1;0;-1;1;0;0;se_tornou_informatizada_com_reversao
35000255;2023;1;1;1;1;1;1;2023;2023;1;1;0;1;0;0;se_tornou_informatizada_com_reversao
35000255;2024;0;1;1;1;0;0;2023;2023;1;1;1;1;0;0;se_tornou_informatizada_com_reversao
35000267;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000267;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000267;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000267;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000267;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000267;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000267;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000267;2022;1;1;1;1;1;1;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000267;2023;1;1;1;1;1;1;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000267;2024;1;1;1;1;1;1;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000279;2015;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2016;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2017;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2018;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2019;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2020;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2021;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2022;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2023;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000279;2024;0;1;1;1;0;0;;0;0;0;;0;0;0;nunca_informatizada
35000280;2015;0;1;1;1;0;0;2020;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000280;2016;0;1;1;1;0;0;2020;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000280;2017;0;1;1;1;0;0;2020;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000280;2018;0;1;1;1;0;0;2020;2021;1;0;-3;0;0;0;se_tornou_informatizada
35000280;2019;0;1;1;1;0;0;2020;2021;1;0;-2;0;0;0;se_tornou_informatizada
35000280;2020;1;1;1;1;1;1;2020;2021;1;0;-1;0;0;0;se_tornou_informatizada
35000280;2021;1;1;1;1;1;1;2020;2021;1;1;0;0;0;0;se_tornou_informatizada
35000280;2022;1;1;1;1;1;1;2020;2021;1;1;1;0;0;0;se_tornou_informatizada
35000280;2023;1;1;1;1;1;1;2020;2021;1;1;2;0;0;0;se_tornou_informatizada
35000280;2024;1;1;1;1;1;1;2020;2021;1;1;3;0;0;0;se_tornou_informatizada
35000292;2015;0;1;1;1;0;0;2021;2021;1;0;-6;0;0;0;se_tornou_informatizada
35000292;2016;0;1;1;1;0;0;2021;2021;1;0;-5;0;0;0;se_tornou_informatizada
35000292;2017;0;1;1;1;0;0;2021;2021;1;0;-4;0;0;0;se_tornou_informatizada
35000292;2018;0;1;1;1;0;0;2021;2021;1;0;-3;0;0;0;se_tornou_informatizada
